filename,source_class,mapped_class,ood_status,mahalanobis_distance,ood_threshold,final_prediction,final_confidence,efficientnet_prediction,efficientnet_confidence,mobilenet_prediction,mobilenet_confidence,raw_hybrid_prediction,raw_hybrid_confidence,is_correct_accepted,e2e_correct
Leaf Blotch00127.JPG,Leaf Blotch,Blotch,REJECTED,92.24,63.1,OOD_REJECTED,0.0,Healthy,60.5,Healthy,35.7,Healthy,48.1,,False
Leaf Blotch00128.JPG,Leaf Blotch,Blotch,REJECTED,83.37,63.1,OOD_REJECTED,0.0,Blotch,32.6,Healthy,66.3,Healthy,46.7,,False
Leaf Blotch00129.JPG,Leaf Blotch,Blotch,REJECTED,74.5,63.1,OOD_REJECTED,0.0,Blotch,32.0,Healthy,56.0,Healthy,40.7,,False
Leaf Blotch00130.JPG,Leaf Blotch,Blotch,REJECTED,89.55,63.1,OOD_REJECTED,0.0,Healthy,57.1,Healthy,59.9,Healthy,58.5,,False
Leaf Blotch00131.JPG,Leaf Blotch,Blotch,REJECTED,84.54,63.1,OOD_REJECTED,0.0,Healthy,55.0,Healthy,65.9,Healthy,60.4,,False
Leaf Blotch00136.JPG,Leaf Blotch,Blotch,REJECTED,77.07,63.1,OOD_REJECTED,0.0,Blotch,31.2,Healthy,32.9,Blotch,29.5,,False
Leaf Blotch00136.JPG,Leaf Blotch,Blotch,REJECTED,77.07,63.1,OOD_REJECTED,0.0,Blotch,31.2,Healthy,32.9,Blotch,29.5,,False
Leaf Blotch00137.JPG,Leaf Blotch,Blotch,REJECTED,80.72,63.1,OOD_REJECTED,0.0,Healthy,30.6,Healthy,38.1,Healthy,34.3,,False
Leaf Blotch00138.JPG,Leaf Blotch,Blotch,REJECTED,95.09,63.1,OOD_REJECTED,0.0,Healthy,60.9,Healthy,45.6,Healthy,53.2,,False
Leaf Blotch00138.JPG,Leaf Blotch,Blotch,REJECTED,95.09,63.1,OOD_REJECTED,0.0,Healthy,60.9,Healthy,45.6,Healthy,53.2,,False
Leaf Blotch00139.JPG,Leaf Blotch,Blotch,REJECTED,96.11,63.1,OOD_REJECTED,0.0,Healthy,44.9,Healthy,44.3,Healthy,44.6,,False
Leaf Blotch00141.JPG,Leaf Blotch,Blotch,REJECTED,75.0,63.1,OOD_REJECTED,0.0,Healthy,42.4,Healthy,40.5,Healthy,41.5,,False
Leaf Blotch00142.JPG,Leaf Blotch,Blotch,REJECTED,80.34,63.1,OOD_REJECTED,0.0,Healthy,44.4,Healthy,57.6,Healthy,51.0,,False
Leaf Blotch00144.JPG,Leaf Blotch,Blotch,REJECTED,82.02,63.1,OOD_REJECTED,0.0,Healthy,66.2,Healthy,48.3,Healthy,57.3,,False
Leaf Blotch00146.JPG,Leaf Blotch,Blotch,REJECTED,86.89,63.1,OOD_REJECTED,0.0,Healthy,66.5,Healthy,41.5,Healthy,54.0,,False
Leaf Blotch00150.JPG,Leaf Blotch,Blotch,REJECTED,90.24,63.1,OOD_REJECTED,0.0,Leaf Spot,30.7,Healthy,43.6,Healthy,34.6,,False
Leaf Blotch00150.JPG,Leaf Blotch,Blotch,REJECTED,90.24,63.1,OOD_REJECTED,0.0,Leaf Spot,30.7,Healthy,43.6,Healthy,34.6,,False
Leaf Blotch00153.JPG,Leaf Blotch,Blotch,REJECTED,78.86,63.1,OOD_REJECTED,0.0,Healthy,54.3,Healthy,38.9,Healthy,46.6,,False
Leaf Blotch00154.JPG,Leaf Blotch,Blotch,REJECTED,93.65,63.1,OOD_REJECTED,0.0,Healthy,39.2,Healthy,44.8,Healthy,42.0,,False
Leaf Blotch00156.JPG,Leaf Blotch,Blotch,REJECTED,86.51,63.1,OOD_REJECTED,0.0,Blotch,37.0,Healthy,38.0,Healthy,31.0,,False
Leaf Blotch00161.JPG,Leaf Blotch,Blotch,REJECTED,88.6,63.1,OOD_REJECTED,0.0,Healthy,58.8,Healthy,47.1,Healthy,53.0,,False
Leaf Blotch00161.JPG,Leaf Blotch,Blotch,REJECTED,88.6,63.1,OOD_REJECTED,0.0,Healthy,58.8,Healthy,47.1,Healthy,53.0,,False
Leaf Blotch00164.JPG,Leaf Blotch,Blotch,REJECTED,93.38,63.1,OOD_REJECTED,0.0,Blotch,47.8,Healthy,58.2,Healthy,48.7,,False
Leaf Blotch00164.JPG,Leaf Blotch,Blotch,REJECTED,93.38,63.1,OOD_REJECTED,0.0,Blotch,47.8,Healthy,58.2,Healthy,48.7,,False
Leaf Blotch00165.JPG,Leaf Blotch,Blotch,REJECTED,85.19,63.1,OOD_REJECTED,0.0,Blotch,40.4,Healthy,57.0,Healthy,47.6,,False
Leaf Blotch00165.JPG,Leaf Blotch,Blotch,REJECTED,85.19,63.1,OOD_REJECTED,0.0,Blotch,40.4,Healthy,57.0,Healthy,47.6,,False
Leaf Blotch00168.JPG,Leaf Blotch,Blotch,REJECTED,93.25,63.1,OOD_REJECTED,0.0,Healthy,67.0,Healthy,48.3,Healthy,57.7,,False
Leaf Blotch00169.JPG,Leaf Blotch,Blotch,REJECTED,95.62,63.1,OOD_REJECTED,0.0,Healthy,63.0,Healthy,57.2,Healthy,60.1,,False
Leaf Blotch00174.JPG,Leaf Blotch,Blotch,REJECTED,78.82,63.1,OOD_REJECTED,0.0,Healthy,53.4,Healthy,54.4,Healthy,53.9,,False
Leaf Blotch00175.JPG,Leaf Blotch,Blotch,REJECTED,81.45,63.1,OOD_REJECTED,0.0,Healthy,34.6,Healthy,33.7,Healthy,34.1,,False
Leaf Blotch00175.JPG,Leaf Blotch,Blotch,REJECTED,81.45,63.1,OOD_REJECTED,0.0,Healthy,34.6,Healthy,33.7,Healthy,34.1,,False
Leaf Blotch00179.JPG,Leaf Blotch,Blotch,REJECTED,79.14,63.1,OOD_REJECTED,0.0,Blotch,42.6,Healthy,55.9,Healthy,39.7,,False
Leaf Blotch00182.JPG,Leaf Blotch,Blotch,REJECTED,99.13,63.1,OOD_REJECTED,0.0,Healthy,35.9,Healthy,45.0,Healthy,40.4,,False
Leaf Blotch00183.JPG,Leaf Blotch,Blotch,REJECTED,92.15,63.1,OOD_REJECTED,0.0,Blotch,30.8,Healthy,40.4,Healthy,30.8,,False
Leaf Blotch00183.JPG,Leaf Blotch,Blotch,REJECTED,92.15,63.1,OOD_REJECTED,0.0,Blotch,30.8,Healthy,40.4,Healthy,30.8,,False
Leaf Blotch00184.JPG,Leaf Blotch,Blotch,REJECTED,86.3,63.1,OOD_REJECTED,0.0,Healthy,41.5,Healthy,54.2,Healthy,47.8,,False
Leaf Blotch00185.JPG,Leaf Blotch,Blotch,REJECTED,84.31,63.1,OOD_REJECTED,0.0,Healthy,38.2,Healthy,54.7,Healthy,46.4,,False
Leaf Blotch00189.JPG,Leaf Blotch,Blotch,REJECTED,87.01,63.1,OOD_REJECTED,0.0,Blotch,33.9,Healthy,41.5,Healthy,31.6,,False
Leaf Blotch00191.JPG,Leaf Blotch,Blotch,REJECTED,88.56,63.1,OOD_REJECTED,0.0,Healthy,36.6,Healthy,47.2,Healthy,41.9,,False
Leaf Blotch00193.JPG,Leaf Blotch,Blotch,REJECTED,100.37,63.1,OOD_REJECTED,0.0,Healthy,48.1,Healthy,72.4,Healthy,60.3,,False
Leaf Blotch00194.JPG,Leaf Blotch,Blotch,REJECTED,93.47,63.1,OOD_REJECTED,0.0,Healthy,43.9,Healthy,46.6,Healthy,45.3,,False
Leaf Blotch00198.JPG,Leaf Blotch,Blotch,REJECTED,80.27,63.1,OOD_REJECTED,0.0,Blotch,46.7,Healthy,58.6,Healthy,43.6,,False
Leaf Blotch00199.JPG,Leaf Blotch,Blotch,REJECTED,89.71,63.1,OOD_REJECTED,0.0,Blotch,48.0,Healthy,55.0,Healthy,43.9,,False
