dataset,relative_path,filename,original_class,standardized_class,split,role
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(191).jpg,healthy_(191).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(143).jpg,healthy_(143).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(59).jpg,healthy_(59).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(104).jpg,healthy_(104).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(150).jpg,healthy_(150).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(151).jpg,healthy_(151).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(90).jpg,healthy_(90).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(17).jpg,healthy_(17).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(18).jpg,healthy_(18).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(204).jpg,healthy_(204).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(145).jpg,healthy_(145).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(15).jpg,healthy_(15).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(207).jpg,healthy_(207).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(107).jpg,healthy_(107).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Healthy_Leaf\healthy_(187).jpg,healthy_(187).jpg,Healthy_Leaf,Healthy_Leaf,internal_test,in_distribution_evaluation
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(182).jpg,leaf_spot_(182).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(185).jpg,leaf_spot_(185).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(79).jpg,leaf_spot_(79).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(143).jpg,leaf_spot_(143).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(63).jpg,leaf_spot_(63).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(81).jpg,leaf_spot_(81).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(1).jpg,leaf_spot_(1).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(70).jpg,leaf_spot_(70).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(100).jpg,leaf_spot_(100).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(131).jpg,leaf_spot_(131).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(86).jpg,leaf_spot_(86).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(90).jpg,leaf_spot_(90).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(16).jpg,leaf_spot_(16).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(27).jpg,leaf_spot_(27).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(60).jpg,leaf_spot_(60).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(107).jpg,leaf_spot_(107).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(113).jpg,leaf_spot_(113).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(178).jpg,leaf_spot_(178).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(25).jpg,leaf_spot_(25).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(75).jpg,leaf_spot_(75).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(43).jpg,leaf_spot_(43).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(65).jpg,leaf_spot_(65).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(95).jpg,leaf_spot_(95).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(37).jpg,leaf_spot_(37).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(38).jpg,leaf_spot_(38).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(188).jpg,leaf_spot_(188).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(72).jpg,leaf_spot_(72).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(36).jpg,leaf_spot_(36).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(171).jpg,leaf_spot_(171).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(67).jpg,leaf_spot_(67).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(35).jpg,leaf_spot_(35).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(15).jpg,leaf_spot_(15).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(99).jpg,leaf_spot_(99).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(53).jpg,leaf_spot_(53).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(133).jpg,leaf_spot_(133).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(91).jpg,leaf_spot_(91).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(135).jpg,leaf_spot_(135).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(59).jpg,leaf_spot_(59).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(193).jpg,leaf_spot_(193).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(165).jpg,leaf_spot_(165).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(49).jpg,leaf_spot_(49).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(30).jpg,leaf_spot_(30).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(42).jpg,leaf_spot_(42).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(132).jpg,leaf_spot_(132).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(54).jpg,leaf_spot_(54).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(9).jpg,leaf_spot_(9).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(153).jpg,leaf_spot_(153).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(176).jpg,leaf_spot_(176).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(121).jpg,leaf_spot_(121).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(111).jpg,leaf_spot_(111).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(115).jpg,leaf_spot_(115).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(64).jpg,leaf_spot_(64).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(161).jpg,leaf_spot_(161).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(46).jpg,leaf_spot_(46).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(124).jpg,leaf_spot_(124).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(8).jpg,leaf_spot_(8).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(166).jpg,leaf_spot_(166).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(47).jpg,leaf_spot_(47).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(56).jpg,leaf_spot_(56).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(139).jpg,leaf_spot_(139).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(112).jpg,leaf_spot_(112).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(74).jpg,leaf_spot_(74).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(162).jpg,leaf_spot_(162).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(168).jpg,leaf_spot_(168).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(146).jpg,leaf_spot_(146).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(41).jpg,leaf_spot_(41).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(40).jpg,leaf_spot_(40).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(120).jpg,leaf_spot_(120).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(191).jpg,leaf_spot_(191).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(88).jpg,leaf_spot_(88).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(93).jpg,leaf_spot_(93).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(4).jpg,leaf_spot_(4).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(24).jpg,leaf_spot_(24).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(129).jpg,leaf_spot_(129).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(14).jpg,leaf_spot_(14).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(50).jpg,leaf_spot_(50).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(28).jpg,leaf_spot_(28).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(12).jpg,leaf_spot_(12).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(181).jpg,leaf_spot_(181).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(66).jpg,leaf_spot_(66).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(101).jpg,leaf_spot_(101).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(57).jpg,leaf_spot_(57).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(189).jpg,leaf_spot_(189).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(164).jpg,leaf_spot_(164).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(98).jpg,leaf_spot_(98).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(77).jpg,leaf_spot_(77).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(7).jpg,leaf_spot_(7).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(130).jpg,leaf_spot_(130).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(109).jpg,leaf_spot_(109).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(127).jpg,leaf_spot_(127).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(52).jpg,leaf_spot_(52).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(96).jpg,leaf_spot_(96).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(167).jpg,leaf_spot_(167).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(192).jpg,leaf_spot_(192).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(29).jpg,leaf_spot_(29).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(152).jpg,leaf_spot_(152).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(62).jpg,leaf_spot_(62).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(39).jpg,leaf_spot_(39).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(17).jpg,leaf_spot_(17).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(89).jpg,leaf_spot_(89).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(80).jpg,leaf_spot_(80).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(85).jpg,leaf_spot_(85).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(183).jpg,leaf_spot_(183).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(119).jpg,leaf_spot_(119).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(26).jpg,leaf_spot_(26).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(45).jpg,leaf_spot_(45).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(180).jpg,leaf_spot_(180).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(151).jpg,leaf_spot_(151).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(20).jpg,leaf_spot_(20).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(172).jpg,leaf_spot_(172).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(87).jpg,leaf_spot_(87).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(58).jpg,leaf_spot_(58).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(71).jpg,leaf_spot_(71).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(44).jpg,leaf_spot_(44).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(2).jpg,leaf_spot_(2).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(147).jpg,leaf_spot_(147).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(22).jpg,leaf_spot_(22).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(10).jpg,leaf_spot_(10).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(138).jpg,leaf_spot_(138).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(173).jpg,leaf_spot_(173).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(76).jpg,leaf_spot_(76).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(106).jpg,leaf_spot_(106).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(175).jpg,leaf_spot_(175).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(82).jpg,leaf_spot_(82).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(160).jpg,leaf_spot_(160).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(179).jpg,leaf_spot_(179).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(68).jpg,leaf_spot_(68).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(126).jpg,leaf_spot_(126).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(169).jpg,leaf_spot_(169).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(122).jpg,leaf_spot_(122).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(155).jpg,leaf_spot_(155).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(116).jpg,leaf_spot_(116).jpg,Leaf_Spot,Leaf_Spot,train,model_training
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(190).jpg,leaf_spot_(190).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(186).jpg,leaf_spot_(186).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(51).jpg,leaf_spot_(51).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(92).jpg,leaf_spot_(92).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(123).jpg,leaf_spot_(123).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(170).jpg,leaf_spot_(170).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(136).jpg,leaf_spot_(136).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(6).jpg,leaf_spot_(6).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(137).jpg,leaf_spot_(137).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(184).jpg,leaf_spot_(184).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(158).jpg,leaf_spot_(158).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(32).jpg,leaf_spot_(32).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(149).jpg,leaf_spot_(149).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(94).jpg,leaf_spot_(94).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(125).jpg,leaf_spot_(125).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(34).jpg,leaf_spot_(34).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(128).jpg,leaf_spot_(128).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(154).jpg,leaf_spot_(154).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(134).jpg,leaf_spot_(134).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(103).jpg,leaf_spot_(103).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(145).jpg,leaf_spot_(145).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(156).jpg,leaf_spot_(156).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(105).jpg,leaf_spot_(105).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(108).jpg,leaf_spot_(108).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(114).jpg,leaf_spot_(114).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(150).jpg,leaf_spot_(150).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(18).jpg,leaf_spot_(18).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(110).jpg,leaf_spot_(110).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(5).jpg,leaf_spot_(5).jpg,Leaf_Spot,Leaf_Spot,val,hyperparameter_tuning_checkpointing
Dataset_01,dataset_01\original\Leaf_Spot\leaf_spot_(102).jpg,leaf_spot_(102).jpg,Leaf_Spot,Leaf_Spot,internal_test,in_distribution_evaluation
