dataset,filename,split,class_label,folder_id,sha256_api,sha256_actual,sha256_match,phash,size_bytes,created_date,download_status,local_path,download_url
Dataset_01_jtttfbx342,aphids_disease_(187).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,78528d971b218610d43c125bc6142788367c4603e09865ed518eef5a6e1bb720,78528d971b218610d43c125bc6142788367c4603e09865ed518eef5a6e1bb720,YES,ffffe7c3e3fff040,3560714,2024-12-30T20:17:12.542Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(187).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/69460e6b-6e53-42be-9ece-5a51fd685fad/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(188).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a3bb2781061f6469f227524094f341d22cb93442577062ba7d1f0735be63310e,a3bb2781061f6469f227524094f341d22cb93442577062ba7d1f0735be63310e,YES,ffffff8787cfff0f,3590166,2024-12-30T20:17:13.366Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(188).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/118578dc-5429-450e-812b-b1942f025603/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(19).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,3421114deb71b433c72fbb83fd2ac4b9b3e47bf2f281c890e422d0b8565dfb64,3421114deb71b433c72fbb83fd2ac4b9b3e47bf2f281c890e422d0b8565dfb64,YES,ffffffcc0007ff00,3750353,2024-12-30T20:17:14.08Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(19).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/42efa2dd-e609-4595-8fc6-edc7c4646922/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(189).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0348fa486221680db2b008c640fcbd37b0b9109b5fcbc47fff5f95e42ea5bd7a,0348fa486221680db2b008c640fcbd37b0b9109b5fcbc47fff5f95e42ea5bd7a,YES,ffffffc1c1e3fef8,3583160,2024-12-30T20:17:13.677Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(189).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d2ee1c8c-5918-4588-9731-44688738062f/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(190).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6f4840b2f9c79b60ba05f99b5999f16e88ba8951a3a4ff850b1fc136d2030778,6f4840b2f9c79b60ba05f99b5999f16e88ba8951a3a4ff850b1fc136d2030778,YES,ffffc783c3ff7400,3646720,2024-12-30T20:17:14.862Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(190).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/05c2183e-c3d0-4f42-aa7e-e636a3d514f8/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(191).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,ebae31527d216a0c1ceefcb96e80e3183a9e7cb729ef9b1847d9722a0687ae26,ebae31527d216a0c1ceefcb96e80e3183a9e7cb729ef9b1847d9722a0687ae26,YES,ffffe781c0fcf400,3677729,2024-12-30T20:17:15.551Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(191).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/1d83feea-a676-4e57-846e-25d359ea2b7e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(192).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,b33d82158a4dd5ac7cb1cac4bcda91e3d0fc4f1def2cfd2807989269b760a3a6,b33d82158a4dd5ac7cb1cac4bcda91e3d0fc4f1def2cfd2807989269b760a3a6,YES,ffff8180c1fffffe,3931904,2024-12-30T20:17:15.718Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(192).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/b7ecaa93-e933-448f-9be0-557bd99c4977/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(193).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,fbd061e8b79ce3c49a0b641242456f0adfcf3c55a7ef7c87ebc2fb32c05e56e2,fbd061e8b79ce3c49a0b641242456f0adfcf3c55a7ef7c87ebc2fb32c05e56e2,YES,ffffef8101c3ffff,3959976,2024-12-30T20:17:16.77Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(193).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/5418e6f5-6777-433b-ae5a-2404ad0f4c00/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(194).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,d1862425b89d39e65037287dfb98ce95410206748eefcfd38d00d97805caad72,d1862425b89d39e65037287dfb98ce95410206748eefcfd38d00d97805caad72,YES,ffffc381c1f3fffa,3910682,2024-12-30T20:17:17.603Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(194).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/e1049a63-ee31-4c7a-9d21-54b3fa554777/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(196).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,YES,ffffc38181ffffff,3875059,2024-12-30T20:17:24.554Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(196).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d077d6e9-1e27-44d2-8162-0c4ef3bb5467/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(197).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,20c57bf22b47f603be55d5e4c04a470ec9f1bd00d68dec9665445d2c314d0061,20c57bf22b47f603be55d5e4c04a470ec9f1bd00d68dec9665445d2c314d0061,YES,ffffc080f9fff8f0,3725358,2024-12-30T20:17:26.332Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(197).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/4b7958ff-9429-486f-998a-df65ba9ae618/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(198).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,4fc993de6dfa2aba314cfe83bb68f9d0c0362d7450f029da348df6914fc9daf4,4fc993de6dfa2aba314cfe83bb68f9d0c0362d7450f029da348df6914fc9daf4,YES,ffffff81008fff2f,3733032,2024-12-30T20:17:26.363Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(198).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3314abcd-edae-4d8f-bd7b-962ff28debe4/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(195).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6dfd5198de08ee65dcc7ff500426d9ace1c878fa6fd3983da23f8c1afea20564,6dfd5198de08ee65dcc7ff500426d9ace1c878fa6fd3983da23f8c1afea20564,YES,ffffc181c3fffff0,3869746,2024-12-30T20:17:21.106Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(195).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/e35e4af7-4e53-495b-9edb-55b65ec2cd36/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(199).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,YES,ffffc70181e3fff9,3958534,2024-12-30T20:17:26.923Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(199).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/52920397-2afd-4318-bc2c-f5b9157570bb/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(2).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,cbfdbe546f146274587a8538952d8fc262fb102baf63aaf36a017e1347a56ca1,cbfdbe546f146274587a8538952d8fc262fb102baf63aaf36a017e1347a56ca1,YES,ffffff8000fffffe,3643995,2024-12-30T20:17:27.578Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(2).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/8d3620b8-672e-4afe-9568-487c77c73824/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(20).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0caa526ffb6cefe6072da12fe1361422fea1b34d92faf13f8606a6d33081eb98,0caa526ffb6cefe6072da12fe1361422fea1b34d92faf13f8606a6d33081eb98,YES,ffffff0003ff0100,3626848,2024-12-30T20:17:27.871Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(20).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/c4b7992f-1084-4e8f-8255-545f3017e9f0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(200).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,3e36df715baa370e0efa7f684fea8891fbecaa57dd25f80865ed5d50b64e6f5b,3e36df715baa370e0efa7f684fea8891fbecaa57dd25f80865ed5d50b64e6f5b,YES,ffffe70183fff770,3786067,2024-12-30T20:17:28.05Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(200).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/4c30b1d4-f5cd-40cc-b772-feaaa2107f79/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(201).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,13bb90ba0c63d79182cce9d7fc3a7a171f60cd7c81a81719fcf56ecd1e163b68,13bb90ba0c63d79182cce9d7fc3a7a171f60cd7c81a81719fcf56ecd1e163b68,YES,ffffffc180e7fe72,3894081,2024-12-30T20:17:28.479Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(201).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3ec9fd1a-d15d-4fc6-898f-e7bf31aa77c2/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(202).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,b000fe3f905cd72eed6b7eb96c37d0a2dc5fe8cf5e96fed3ae23bfc164ca432a,b000fe3f905cd72eed6b7eb96c37d0a2dc5fe8cf5e96fed3ae23bfc164ca432a,YES,ffff8180e1fffff4,3876892,2024-12-30T20:17:28.882Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(202).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/ad557020-3bb9-4081-99e5-93cc3f9bb885/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(203).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0264c0574ec94271274563bd2d0139d03713f8fba288b719bfb9475130c03fc3,0264c0574ec94271274563bd2d0139d03713f8fba288b719bfb9475130c03fc3,YES,ffffcf0002ffff78,3892562,2024-12-30T20:17:30.611Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(203).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/26ed330a-c033-4add-893d-cb7641865cac/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(204).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,YES,ffffe78181c3ffff,4002720,2024-12-30T20:17:33.272Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(204).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/6c7bf063-776c-4790-b520-11ec9e5c5531/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(206).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,380edc2266ba81c32dbb4068bd095223f599530f7265f6d96afcb12c1894e729,380edc2266ba81c32dbb4068bd095223f599530f7265f6d96afcb12c1894e729,YES,ffffff8180fff400,3910607,2024-12-30T20:17:37.077Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(206).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/2dfe2ca0-8fa6-4a92-8a95-c6f125a114a2/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(205).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a453d4b6b792bd58900d679d24d77cd777bc554bb6c91786e136378e53373c90,a453d4b6b792bd58900d679d24d77cd777bc554bb6c91786e136378e53373c90,YES,ffffc18083fffff4,3841746,2024-12-30T20:17:36.266Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(205).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/48756999-1b0a-4aaa-80cd-742fa55e3970/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(207).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,8e33b5454705700783c1a97398ec0f15638c25d98d9799f4ad7b70cf61200f73,8e33b5454705700783c1a97398ec0f15638c25d98d9799f4ad7b70cf61200f73,YES,ffff8180c3fffff0,3704350,2024-12-30T20:17:36.933Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(207).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/e131f517-460e-4c25-b287-ac5c0f81efe1/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(208).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,811c9faae55143f2a91b5a786ff5f312d970748df9e91d6afbc70e4dfbc9f8ef,811c9faae55143f2a91b5a786ff5f312d970748df9e91d6afbc70e4dfbc9f8ef,YES,ffffff8101c3fffc,3957966,2024-12-30T20:17:38.64Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(208).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/68749db9-a8d6-4111-af96-07cc56bd165e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(209).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,YES,fffff78180e1fffe,3904508,2024-12-30T20:17:39.193Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(209).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/6c54f1ee-293e-40a0-8a2d-ab4e9045b8ae/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(21).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,YES,7fffcf81c3ffffff,3492494,2024-12-30T20:17:38.734Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(21).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/f202f044-0944-4fb9-931b-f48982ca290d/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(210).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,01fd58770b76e8309afc10a1c34b64f71e29efc8afd6ecc92087df1c5c9aab70,01fd58770b76e8309afc10a1c34b64f71e29efc8afd6ecc92087df1c5c9aab70,YES,ffffc100c1fffff0,3918166,2024-12-30T20:17:39.797Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(210).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/f610a74b-14d5-4e83-8880-18e8df91d286/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(212).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,d869d3c136bab3e5b25c989f2f4ff962ca3bb70d560cd88379411d9e506ae121,d869d3c136bab3e5b25c989f2f4ff962ca3bb70d560cd88379411d9e506ae121,YES,ffffc381c1fffff0,3693654,2024-12-30T20:17:40.514Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(212).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/7d21db36-017c-430b-b4bb-cf14a2a552de/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(211).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,c24003fe5289167fa8b2ea1d0313d351d6ef825fe1b59c2e294bb6d95f279662,c24003fe5289167fa8b2ea1d0313d351d6ef825fe1b59c2e294bb6d95f279662,YES,ffffff8101e3ff40,3809795,2024-12-30T20:17:40.234Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(211).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/b75a971e-2f6f-4ea4-8c71-cc3ef5a34b77/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(213).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,3094657506f0262be4ce5ea66ec7511d6bdad0ad4028775539139fe270a6601b,3094657506f0262be4ce5ea66ec7511d6bdad0ad4028775539139fe270a6601b,YES,ffffef8383c7fe78,3811202,2024-12-30T20:17:42.022Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(213).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/09a3a102-7c49-4271-b354-4134a2627837/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(214).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,YES,fffff78181c1ffff,3749839,2024-12-30T20:17:45.434Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(214).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/439516a9-7406-45a4-bcda-ad57a23436a8/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(215).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a32ab9effe8251164ea7ad332268657fbbe4d5d76931696fd55b5913f7a24dfa,a32ab9effe8251164ea7ad332268657fbbe4d5d76931696fd55b5913f7a24dfa,YES,ffffff8181e7fcf0,3823463,2024-12-30T20:17:46.492Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(215).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/a7379e86-a899-4145-b91b-9702dcce79ce/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(216).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,e02ab087c86a9ca28b88f2e65d59c9c73fdffab185f0de57c9a0fd1a53215f69,e02ab087c86a9ca28b88f2e65d59c9c73fdffab185f0de57c9a0fd1a53215f69,YES,ffffff8181e7fc00,3790448,2024-12-30T20:17:47.196Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(216).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/553b85b4-39a4-4ec8-9fd9-4ecdec3452eb/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(217).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6b11a63cc4e3ae8e0a36f9c2a5cfd92b7d6c40028c96c4dc6e584b3cdd702095,6b11a63cc4e3ae8e0a36f9c2a5cfd92b7d6c40028c96c4dc6e584b3cdd702095,YES,ffff8300c1fffcf0,3818123,2024-12-30T20:17:48.831Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(217).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3034660b-fd0c-4673-90fc-89fecc812e9a/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(218).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0298c9ae664a06f318a86fee7b3b8f027f8a7852a72e429fda303eb01656b46f,0298c9ae664a06f318a86fee7b3b8f027f8a7852a72e429fda303eb01656b46f,YES,ffffc38103edf8c0,3960607,2024-12-30T20:17:49.182Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(218).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/310843b5-f651-44e3-82dd-6e2f97e180ba/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(22).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,8c4ad5a1683496b3f3e6dafe68c879e0e0d5ce674ddc38b41918b6fe78054b1c,8c4ad5a1683496b3f3e6dafe68c879e0e0d5ce674ddc38b41918b6fe78054b1c,YES,feffff8783e7bf0f,3425628,2024-12-30T20:17:49.318Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(22).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3e2c084d-16ae-4e81-861e-6cba0f7a063a/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(220).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,47709354b927f2be421fa39549f80954109aa043127467059982b36c43dfddeb,47709354b927f2be421fa39549f80954109aa043127467059982b36c43dfddeb,YES,ffffc181c3fff7f0,3887144,2024-12-30T20:17:50.285Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(220).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/b4fd9303-954f-4c2d-beba-1293d416695e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(221).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0264e224707297d23f1beb482c1e9ea4473e674bdac92b96034fe4bdb67e35d6,0264e224707297d23f1beb482c1e9ea4473e674bdac92b96034fe4bdb67e35d6,YES,fffff78181e3fcc0,3885152,2024-12-30T20:17:50.412Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(221).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/2b531ff3-e535-47c1-bdd1-abd2aa471616/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(23).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,e89d14393113f9e5e0aa77251f3104090c8ddc6bbdbc3b3048a7e87cdb4fae29,e89d14393113f9e5e0aa77251f3104090c8ddc6bbdbc3b3048a7e87cdb4fae29,YES,7fffffcf80ccf8f0,3623934,2024-12-30T20:17:50.769Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(23).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/72e7eacb-2527-4a87-af93-bb716c87b805/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(24).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,843555b1ebe0b37c54b7242b39f617669ed2ef373b4c6b4357ad46b6a14fc563,843555b1ebe0b37c54b7242b39f617669ed2ef373b4c6b4357ad46b6a14fc563,YES,c0ffff81c3ffffff,3506609,2024-12-30T20:17:52.297Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(24).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/ec05e75b-c98d-47e3-8440-03e6c8d10cb5/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(25).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a238c019362fa194b2440904b0d935856f7c029f5d7da29e24b27283c8fd049a,a238c019362fa194b2440904b0d935856f7c029f5d7da29e24b27283c8fd049a,YES,ffffffc781e7ffe1,3386832,2024-12-30T20:17:52.713Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(25).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/25e10328-12c9-4dd9-9dab-cf49884ded61/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(26).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6fb8277dc9714e13b325c846a988aee248ee20189099b500e5923b0c690185ab,6fb8277dc9714e13b325c846a988aee248ee20189099b500e5923b0c690185ab,YES,ffff0000ffffffff,3740835,2024-12-30T20:17:53.723Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(26).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/6511a03f-2494-405a-8fae-e6fdb41a196f/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(27).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,db64e364d5552153741af70c3e5c51944bf444c6437997d703d05e70bbb3c39c,db64e364d5552153741af70c3e5c51944bf444c6437997d703d05e70bbb3c39c,YES,ffffc70000ffffff,3888703,2024-12-30T20:17:55.582Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(27).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/6a380662-566a-426a-8e96-7edb5337ab24/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(28).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,09c711a6c9e061ce6d3fc6f0d081a0b56563e45d3bcadf8909f93d9f504fdae6,09c711a6c9e061ce6d3fc6f0d081a0b56563e45d3bcadf8909f93d9f504fdae6,YES,7fffff8100c1ffff,3814555,2024-12-30T20:17:56.104Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(28).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/e075da43-a8b3-41ee-8af7-55cea8d271bb/file_downloaded
