sample_id,dataset_source,filename,relative_path,label,binary_target,subcategory,split,role,md5_hash,file_size_bytes
DS01_TR_blotch_(216).jpg,Dataset_01_Clean,blotch_(216).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(216).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,04bc671d6d7fbba2aba95deb1ee509c2,3806285
DS01_TR_blotch_(226).jpg,Dataset_01_Clean,blotch_(226).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(226).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,486adbc9692acf5a6b4a3063233a6195,3756178
DS01_TR_blotch_(135).jpg,Dataset_01_Clean,blotch_(135).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(135).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,87260080b049e6f4c64a09e3dbb776fd,3627758
DS01_TR_blotch_(220).jpg,Dataset_01_Clean,blotch_(220).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(220).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,53f2d6cc24061794611d7ce7d2a9fc6f,3595693
DS01_TR_blotch_(214).jpg,Dataset_01_Clean,blotch_(214).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(214).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,cc258fb302a2333260a8d15f57905a1a,3768422
DS01_TR_blotch_(209).jpg,Dataset_01_Clean,blotch_(209).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(209).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,68a5603e9c5aa4cdceac139085688abb,3651414
DS01_TR_blotch_(61).jpg,Dataset_01_Clean,blotch_(61).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(61).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,fd603c297488c202f0f6b4e111a21bb3,3702374
DS01_TR_blotch_(23).jpg,Dataset_01_Clean,blotch_(23).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(23).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,bbf6f4c3917a9f186a88df00c0556d91,3717860
DS01_TR_blotch_(171).jpg,Dataset_01_Clean,blotch_(171).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(171).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,c179b3e9b9eeee6ef26d77536d137eaa,3585084
DS01_TR_blotch_(29).jpg,Dataset_01_Clean,blotch_(29).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(29).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,5cde20b3f10d18eda4a235e8435ca989,3678299
DS01_TR_blotch_(38).jpg,Dataset_01_Clean,blotch_(38).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(38).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,10f0e7abce344f57bcffafedd6720695,3820906
DS01_TR_blotch_(111).jpg,Dataset_01_Clean,blotch_(111).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(111).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,f5b9790fccb5b058fa3bab0c8f28d6c6,3769589
DS01_TR_blotch_(149).jpg,Dataset_01_Clean,blotch_(149).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(149).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,aa5d8b1763dd7a30cbaa5c0cb9cc0c38,3625712
DS01_TR_blotch_(167).jpg,Dataset_01_Clean,blotch_(167).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(167).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,9005fd0a1dedf53a56df33e9c90ec07c,3882883
DS01_TR_blotch_(8).jpg,Dataset_01_Clean,blotch_(8).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(8).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,990922a4804035ed60dd7a00388c759f,3923515
DS01_TR_blotch_(134).jpg,Dataset_01_Clean,blotch_(134).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(134).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,8fb7292db83c0db906f9619f7022dd2d,3717049
DS01_TR_blotch_(32).jpg,Dataset_01_Clean,blotch_(32).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(32).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,8d9e99af1c1dc7169049202dfe9be18f,3673452
DS01_TR_blotch_(227).jpg,Dataset_01_Clean,blotch_(227).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(227).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,c7fb52f88d296a09e2e3adac90939cd2,3770225
DS01_TR_blotch_(95).jpg,Dataset_01_Clean,blotch_(95).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(95).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,2b62bbdc51ebf5621019e0a73c06631c,3652917
DS01_TR_blotch_(165).jpg,Dataset_01_Clean,blotch_(165).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(165).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,9105f8f445d715449b6f7e08d58158e5,3897300
DS01_TR_blotch_(203).jpg,Dataset_01_Clean,blotch_(203).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(203).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,b44fd60f1fed20cd42b84977c894eb23,3879647
DS01_TR_blotch_(16).jpg,Dataset_01_Clean,blotch_(16).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(16).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,4bf907bac8c8c0cdbcce215a1a79e8fa,3941581
DS01_TR_blotch_(189).jpg,Dataset_01_Clean,blotch_(189).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(189).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,1c9580cfe1a5e48b1f9f141a6477ad34,3639459
DS01_TR_blotch_(1).jpg,Dataset_01_Clean,blotch_(1).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(1).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,af970e3252b8e848a50954ec1614ac5a,4194677
DS01_TR_blotch_(187).jpg,Dataset_01_Clean,blotch_(187).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(187).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,f6d3bb6056997c5bc6c649e1947de84f,3745196
DS01_TR_blotch_(84).jpg,Dataset_01_Clean,blotch_(84).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(84).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,bdb9efcd27d8205e05280f8d3187b715,3844813
DS01_TR_blotch_(58).jpg,Dataset_01_Clean,blotch_(58).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(58).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,5a95115b1355e321e65dbaa86bdbb5b0,3956376
DS01_TR_blotch_(191).jpg,Dataset_01_Clean,blotch_(191).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(191).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,b91d2bc6d989214eb89330c729bb8a11,3623992
DS01_TR_blotch_(82).jpg,Dataset_01_Clean,blotch_(82).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(82).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,f48a53f63cf854927476a3ee412cd680,3729998
DS01_TR_blotch_(21).jpg,Dataset_01_Clean,blotch_(21).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(21).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,8fc4e2c16c0875a492a037670dd585d1,3641100
DS01_TR_blotch_(9).jpg,Dataset_01_Clean,blotch_(9).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(9).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,d8730a71fd47d56a1ef2a5a20cff09e3,3692862
DS01_TR_blotch_(72).jpg,Dataset_01_Clean,blotch_(72).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(72).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,b22bc722b470d18246c5313262464e2d,3883029
DS01_TR_blotch_(137).jpg,Dataset_01_Clean,blotch_(137).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(137).jpg,turmeric_leaf,1,Blotch,train,positive_train_turmeric_leaf,138a909ea9b409544d1ee65fca2d5d0b,3671495
DS01_VA_blotch_(86).jpg,Dataset_01_Clean,blotch_(86).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(86).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,a3f131e0f7cde23261cb130b258d54e4,3803304
DS01_VA_blotch_(12).jpg,Dataset_01_Clean,blotch_(12).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(12).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,784e0fc51dc6ecf16a222777a21b0eaa,3596905
DS01_VA_blotch_(101).jpg,Dataset_01_Clean,blotch_(101).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(101).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,25d298040baf87ed8cf3568d1af2e9fd,3720384
DS01_VA_blotch_(81).jpg,Dataset_01_Clean,blotch_(81).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(81).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,d7f08741ce0b5f174fd79bb7e7aa7cb3,3541811
DS01_VA_blotch_(34).jpg,Dataset_01_Clean,blotch_(34).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(34).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,f4aa5b50448dbd982bd9a5f6fa750d48,3774635
DS01_VA_blotch_(11).jpg,Dataset_01_Clean,blotch_(11).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(11).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,dabd5ba67cad4a243711eca31d7d868c,3700131
DS01_VA_blotch_(59).jpg,Dataset_01_Clean,blotch_(59).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(59).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,9d9a617f8ccff6506a1f23460a0ca6d9,3703475
DS01_VA_blotch_(225).jpg,Dataset_01_Clean,blotch_(225).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(225).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,1ea2c76b9d06e479a2f78d21d3fd96e8,3736591
DS01_VA_blotch_(200).jpg,Dataset_01_Clean,blotch_(200).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(200).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,4303bef3c3599717e7ad63f0957fb1f1,3829786
DS01_VA_blotch_(116).jpg,Dataset_01_Clean,blotch_(116).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(116).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,b1ab8180fa46db8c9ef996e990699624,3701644
DS01_VA_blotch_(53).jpg,Dataset_01_Clean,blotch_(53).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(53).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,b5a7afc5f7b5ebd650d4be728f434762,4114257
DS01_VA_blotch_(205).jpg,Dataset_01_Clean,blotch_(205).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(205).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,cb54b7050e1d29033c34bf9352da3e0e,3703901
DS01_VA_blotch_(85).jpg,Dataset_01_Clean,blotch_(85).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(85).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,f4e6e8005350eb811a764d6d2daa7ad5,3805674
DS01_VA_blotch_(140).jpg,Dataset_01_Clean,blotch_(140).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(140).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,c29f807017af56596ed9796aa93d0d8a,3863666
DS01_VA_blotch_(66).jpg,Dataset_01_Clean,blotch_(66).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(66).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,2fd55a762096c79a0896d41ecb52a8a4,3715253
DS01_VA_blotch_(130).jpg,Dataset_01_Clean,blotch_(130).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(130).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,7a2f1b63e8cd804f180d68df572710cc,3669266
DS01_VA_blotch_(201).jpg,Dataset_01_Clean,blotch_(201).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(201).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,f6ab14ed66f2e06d617cfbc0afa27689,3721694
DS01_VA_blotch_(222).jpg,Dataset_01_Clean,blotch_(222).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(222).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,391490376d1d47eee2ae675f1988b8cb,3606451
DS01_VA_blotch_(71).jpg,Dataset_01_Clean,blotch_(71).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(71).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,5e81b01309b9e81f3570a87866a577b9,3970414
DS01_VA_blotch_(143).jpg,Dataset_01_Clean,blotch_(143).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(143).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,368aad02319dd9bf132cfa433e908934,3912616
DS01_VA_blotch_(156).jpg,Dataset_01_Clean,blotch_(156).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(156).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,98c6272e36159248f055bb109bba8602,3531334
DS01_VA_blotch_(123).jpg,Dataset_01_Clean,blotch_(123).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(123).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,03925a715e789aa4e77740be666d3d06,3525189
DS01_VA_blotch_(177).jpg,Dataset_01_Clean,blotch_(177).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(177).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,ab76e2c4c924f4871e0f2a1902f86144,4016710
DS01_VA_blotch_(63).jpg,Dataset_01_Clean,blotch_(63).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(63).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,1dd17fa2b9f2dd86355180cf8714f112,3730078
DS01_VA_blotch_(192).jpg,Dataset_01_Clean,blotch_(192).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(192).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,2ac259afd544dc86a9daad8fb19ef12f,3667425
DS01_VA_blotch_(93).jpg,Dataset_01_Clean,blotch_(93).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(93).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,3e1ddf1ce593ca288837273e85d0133c,3812638
DS01_VA_blotch_(121).jpg,Dataset_01_Clean,blotch_(121).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(121).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,b1f4a5a19c820b709660ea06af745e7d,3515810
DS01_VA_blotch_(33).jpg,Dataset_01_Clean,blotch_(33).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(33).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,a377f75b763d042fd4b0042c88535284,3726486
DS01_VA_blotch_(35).jpg,Dataset_01_Clean,blotch_(35).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(35).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,1e359fbdb3844fcbfb663af216911891,3695221
DS01_VA_blotch_(4).jpg,Dataset_01_Clean,blotch_(4).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(4).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,cb7ad00f1af154e3aeb8985ad4670048,3769049
DS01_VA_blotch_(110).jpg,Dataset_01_Clean,blotch_(110).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(110).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,bedc74cd02ea1d037506209099afb8aa,3808567
DS01_VA_blotch_(52).jpg,Dataset_01_Clean,blotch_(52).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(52).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,e1b65f58b10aa77ae79bd760c1b5fbbc,4134174
DS01_VA_blotch_(206).jpg,Dataset_01_Clean,blotch_(206).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(206).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,e8596df54e92393ee3701ce828283143,3665714
DS01_VA_blotch_(194).jpg,Dataset_01_Clean,blotch_(194).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(194).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,4948d619eec6962ba127d8584c3c1901,3673039
DS01_VA_blotch_(197).jpg,Dataset_01_Clean,blotch_(197).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(197).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,8e44a16438cb188ec60cb1a929a94171,3715911
DS01_VA_blotch_(180).jpg,Dataset_01_Clean,blotch_(180).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(180).jpg,turmeric_leaf,1,Blotch,val,positive_val_turmeric_leaf,785504ba86f1abd2970267a5e8058203,3808369
DS01_IN_blotch_(199).jpg,Dataset_01_Clean,blotch_(199).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(199).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,a8eadad32705074eb78fe083b65487c2,3786583
DS01_IN_blotch_(36).jpg,Dataset_01_Clean,blotch_(36).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(36).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,a8beb6faffb7e7fe170cde4c4ee0e3a5,3833240
DS01_IN_blotch_(73).jpg,Dataset_01_Clean,blotch_(73).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(73).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,08e0f962b9dbf824ef88e0cac9024776,3981241
DS01_IN_blotch_(120).jpg,Dataset_01_Clean,blotch_(120).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(120).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,6718c73d9d80b09d471d34c0f4b9e3f0,3573369
DS01_IN_blotch_(142).jpg,Dataset_01_Clean,blotch_(142).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(142).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,cf364f1ef7a454b52372fef001259a79,3943414
DS01_IN_blotch_(193).jpg,Dataset_01_Clean,blotch_(193).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(193).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,c9257e6c0573f17ab818a5e02c4565aa,3664414
DS01_IN_blotch_(70).jpg,Dataset_01_Clean,blotch_(70).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(70).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,162a22eb69212955aca38dd9747090e6,3851228
DS01_IN_blotch_(77).jpg,Dataset_01_Clean,blotch_(77).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(77).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,ec8aaf2b4e632a15a05f7685fcd2e31a,3683239
DS01_IN_blotch_(65).jpg,Dataset_01_Clean,blotch_(65).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(65).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,4607f64d3cde28939cd8f08b5aa20e77,3751342
DS01_IN_blotch_(155).jpg,Dataset_01_Clean,blotch_(155).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(155).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,9e376116d148716345bf86d29401efd9,3529869
DS01_IN_blotch_(208).jpg,Dataset_01_Clean,blotch_(208).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(208).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,74971f0faf366e8c228b2259b16760f7,3725945
DS01_IN_blotch_(231).jpg,Dataset_01_Clean,blotch_(231).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(231).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,2d74ceff4e212627864764b9c8764cbe,3897983
DS01_IN_blotch_(230).jpg,Dataset_01_Clean,blotch_(230).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(230).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,3a22cf59646b7d98847c1379b55d2ee8,3853453
DS01_IN_blotch_(51).jpg,Dataset_01_Clean,blotch_(51).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(51).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,3627f9d15fb98813e03f36997ea98b57,4186032
DS01_IN_blotch_(129).jpg,Dataset_01_Clean,blotch_(129).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(129).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,e5cdfefd44a14a9d054d25534f5ceb99,3704018
DS01_IN_blotch_(223).jpg,Dataset_01_Clean,blotch_(223).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(223).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,d52860068a445dfed79da591e9ee6d77,3650339
DS01_IN_blotch_(148).jpg,Dataset_01_Clean,blotch_(148).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(148).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,47b3be5a63d688c3b6f2b25f444d7d4d,3637251
DS01_IN_blotch_(210).jpg,Dataset_01_Clean,blotch_(210).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(210).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,0e3230dc959b1d800bb98332d91ebf6a,3649590
DS01_IN_blotch_(39).jpg,Dataset_01_Clean,blotch_(39).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(39).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,5f9dba2814763539d7b96614766c4d64,3722323
DS01_IN_blotch_(163).jpg,Dataset_01_Clean,blotch_(163).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(163).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,69cf3fb9a4b8f79c08515f3475044eef,3724229
DS01_IN_blotch_(153).jpg,Dataset_01_Clean,blotch_(153).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(153).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,db8d31fb706f5fcbbfafdd3983655149,3727483
DS01_IN_blotch_(217).jpg,Dataset_01_Clean,blotch_(217).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(217).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,a22efb19b8c2a8e70c14ddd173b28d42,3740604
DS01_IN_blotch_(96).jpg,Dataset_01_Clean,blotch_(96).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(96).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,85de5351971d33beed8d518bced7afbc,3662390
DS01_IN_blotch_(175).jpg,Dataset_01_Clean,blotch_(175).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(175).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,8dd8e5b4745123638a6d062e7d66d06d,4083159
DS01_IN_blotch_(83).jpg,Dataset_01_Clean,blotch_(83).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(83).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,e9a38def58a2f28d96e37e083667cc28,3544266
DS01_IN_blotch_(106).jpg,Dataset_01_Clean,blotch_(106).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(106).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,b55572fb95bc9190e666d69d93d09b21,3950760
DS01_IN_blotch_(114).jpg,Dataset_01_Clean,blotch_(114).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(114).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,a9faef5d07f2669b694389ce8be3d997,3782598
DS01_IN_blotch_(151).jpg,Dataset_01_Clean,blotch_(151).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(151).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,76d963b741f6aa56bbcda4e2acfd2428,3645368
DS01_IN_blotch_(112).jpg,Dataset_01_Clean,blotch_(112).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(112).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,56ffacdd870e86215fb33a64257090b4,3780807
DS01_IN_blotch_(3).jpg,Dataset_01_Clean,blotch_(3).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(3).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,0435eb36266c602eeb2d5dfaac818cd3,4053633
DS01_IN_blotch_(48).jpg,Dataset_01_Clean,blotch_(48).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(48).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,d73de1ddf8ed8a3a04d03df767f22d3e,3732287
DS01_IN_blotch_(115).jpg,Dataset_01_Clean,blotch_(115).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(115).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,b3c6473c11eec78bb7a7c2490bd7867a,3821349
DS01_IN_blotch_(10).jpg,Dataset_01_Clean,blotch_(10).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(10).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,863bc3d18b2f848b5d432077162aed19,3595267
DS01_IN_blotch_(15).jpg,Dataset_01_Clean,blotch_(15).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(15).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,6c4d8668d24f672dcc3779b70e6489c6,3696991
DS01_IN_blotch_(234).jpg,Dataset_01_Clean,blotch_(234).jpg,turmeric_datasets\dataset_01\original\Blotch\blotch_(234).jpg,turmeric_leaf,1,Blotch,internal_test,positive_internal_test_turmeric_leaf,24eed14772c2eb833e0e90dddd55a3a6,3691609
