image_A,image_B,dataset_A,dataset_B,duplicate_type,similarity_score,hamming_distance,class_A,class_B,sha256_A,sha256_B
healthy_(134).jpg,Dry Leaf00181.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,eb13c3c1e8e734e1bf36aa35b27dda0a0a59d1bbc91c8e0b99b402dcf59fe67a,4972914e507bd3517d7e4e8b435932324dc931e1e7a4a09d9df5368eeb5ef181
healthy_(134).jpg,Rhizome Healthy Root00311.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,eb13c3c1e8e734e1bf36aa35b27dda0a0a59d1bbc91c8e0b99b402dcf59fe67a,bf8847c93d3d69d09ffbb3704e42a9667e0d0ec0bc353e1a6de2ae41e24c17b3
healthy_(138).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Dry_Leaf,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
healthy_(138).jpg,Dry Leaf00122.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Dry_Leaf,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,f4c98e627b86f34d545dfa70f914b5a3482f9dac29e37e4277a46b7a042753b4
healthy_(138).jpg,Dry Leaf00189.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Dry_Leaf,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,e9931494175e3e5645f934f7f99fdc81a783ad520fb0078cef333cb05cb65fce
healthy_(138).jpg,Leaf Blotch00011.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Leaf_Blotch,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,eb7a12979ed145ac65973d93bb68efb106fa425b3fffce4aaac857552e900cb6
healthy_(138).jpg,Leaf Blotch00012.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Leaf_Blotch,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,5999901f4e5e50fa3305dd0eae3dccf7370b387d18f8b6ba3ce290e659e2fe29
healthy_(138).jpg,Rhizome Disease Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Disease_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,dedf2d9306dfb93c43063f67c4400508fe0bb5a6138b865bc0149e9e0602865b
healthy_(138).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=6,6,Healthy_Leaf,Rhizome_Disease_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(138).jpg,Rhizome Healthy Root00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,02920aea4176a0ea323a01f02ab035392b319a65c8f7716836b65d21ee084010
healthy_(138).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
healthy_(138).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
healthy_(138).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
healthy_(138).jpg,Rhizome Healthy Root00152.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,8433ea9e023d2eaa2fa02af7516b9dd71987ef4c9ebdd398f82b4e4f4501fc52
healthy_(138).jpg,Rhizome Healthy Root00153.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,3b83c2dfee060a806f3b79544b857ebe990331b681e4f678f98b0fad7194a6df
healthy_(138).jpg,Rhizome Healthy Root00198.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,dcd362ff05f693cd0d5729594d6880236cf0b71b68820e3fd5f3d65483ccde1a
healthy_(138).jpg,Rhizome Healthy Root00232.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,bc937e060206b7ac479f3eee51788f6e75bc98567118a529ef1b20784b1f366c
healthy_(138).jpg,Rhizome Healthy Root00258.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,81741eb6a8b5c631cc7846d049f656fc3b8498b95715d38a8d86d432afd3af83,741a6e06ca571fd5eea19c54fbb3ea01caa6353c419ec5110589eb77afea706b
healthy_(139).jpg,Rhizome Healthy Root00284.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,b297d271b5073f94ac4b04d481496aff50ce1ca78d2d3bc21c5c912f24faefdd,40db1adf644ebe22e587949ae68d043ac837a1b34e6d6e959403dc9efcaaff29
healthy_(139).jpg,Rhizome Healthy Root00285.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,b297d271b5073f94ac4b04d481496aff50ce1ca78d2d3bc21c5c912f24faefdd,83c686ec2538f88fd9a540b44d83db5abea6a7af5d321dc21ddfc5ab2e9cb016
healthy_(139).jpg,Rhizome Healthy Root00286.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,b297d271b5073f94ac4b04d481496aff50ce1ca78d2d3bc21c5c912f24faefdd,2a97b39eba2cd7fd67b6ebfeb8d559268366bd541fb27393efd1159d80f5b656
healthy_(139).jpg,Rhizome Healthy Root00287.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,b297d271b5073f94ac4b04d481496aff50ce1ca78d2d3bc21c5c912f24faefdd,9092ce7d30b63255c3ef56124692bb99edadfc18997068852808e3f92272d06a
healthy_(141).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,2194ea06c736187a9dc2fb4a1e413a0f48e520b97ea06f049a4332bc00de314e,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
healthy_(143).jpg,Leaf Blotch00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Leaf_Blotch,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,a96b36433507af73e39df1d2ad9989e773b79c0d27ae1ebfbf5ecc18de823a07
healthy_(143).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=7,7,Healthy_Leaf,Leaf_Blotch,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
healthy_(143).jpg,Leaf Blotch00008.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Leaf_Blotch,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,c8bc1c36431f8bba388e437313476fdb6e489866cef23a0f4993352654de43ea
healthy_(143).jpg,Leaf Blotch00010.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Leaf_Blotch,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,3197e2822de599021d133b9768cc32b77177d96d791f65244880d4b84c54b147
healthy_(143).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Disease_Roots,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(143).jpg,Rhizome Healthy Root00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,792099df3f2fb91a62d25fc739635a820e6c5be3fb678f74f5b5b0d40f2c3209
healthy_(143).jpg,Rhizome Healthy Root00292.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,0fcf7b1826e15adbff0cc25cb6b499e297fc3cfcf6d0ea3c400f0ba34ca9f4c5
healthy_(143).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,ae7eda05b72a0ec8f2f4238bd8174571d8af8f46a88e3ab3980a8b5c3569db79,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
healthy_(145).jpg,Dry Leaf00039.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,5d5b417c885a29014c8d1fa1d58bb60005a4f7a6ea10c0b5cf83470d07e61ff9,5ecfa33d70749e3d210493df50c054c9b6dad951b542c285a4df7aaca5689b34
healthy_(145).jpg,Rhizome Disease Root00151.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Disease_Roots,5d5b417c885a29014c8d1fa1d58bb60005a4f7a6ea10c0b5cf83470d07e61ff9,c515d596ac307a27853ec7c1aef0c2b7463e7f5e3730744bf699767807755504
healthy_(149).jpg,Dry Leaf00082.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Dry_Leaf,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,0fef36b29f2c7149a46f1781d1a4edbd110d22d5b39a80b27eba7248551a7943
healthy_(149).jpg,Dry Leaf00143.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Dry_Leaf,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,264aaf55af985e2d563adbfe4338e6d7666deb78327e547e536cc5a3f2933d56
healthy_(149).jpg,Leaf Blotch00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Leaf_Blotch,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,a96b36433507af73e39df1d2ad9989e773b79c0d27ae1ebfbf5ecc18de823a07
healthy_(149).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Leaf_Blotch,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
healthy_(149).jpg,Leaf Blotch00010.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Leaf_Blotch,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,3197e2822de599021d133b9768cc32b77177d96d791f65244880d4b84c54b147
healthy_(149).jpg,Rhizome Disease Root00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Rhizome_Disease_Roots,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,6f6e64319c0d1bab197b171a1f9a7efdec00a918a246926057b9e33d25fb5eee
healthy_(149).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Rhizome_Disease_Roots,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(149).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
healthy_(149).jpg,Rhizome Healthy Root00303.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,9c1bd7e421e33966c0ead3152612530ef1c094003e82f221b54ee8f2985f456d,67b3e63120ef420e06cb311a4b97a1c1cb953fa026bae3e4e864d26264f1d837
healthy_(150).jpg,Dry Leaf00039.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,0aeb19fb8756e54b53be73c63657509defc7474623b50f789db99f0c905e10ba,5ecfa33d70749e3d210493df50c054c9b6dad951b542c285a4df7aaca5689b34
healthy_(150).jpg,Rhizome Disease Root00151.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Disease_Roots,0aeb19fb8756e54b53be73c63657509defc7474623b50f789db99f0c905e10ba,c515d596ac307a27853ec7c1aef0c2b7463e7f5e3730744bf699767807755504
healthy_(155).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Rhizome_Disease_Roots,893b23274576dd0cc2521173547c7cc610b614fd03d119f45a7848b174e5fc27,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(159).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
healthy_(159).jpg,Dry Leaf00122.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Dry_Leaf,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,f4c98e627b86f34d545dfa70f914b5a3482f9dac29e37e4277a46b7a042753b4
healthy_(159).jpg,Leaf Blotch00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Leaf_Blotch,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,a96b36433507af73e39df1d2ad9989e773b79c0d27ae1ebfbf5ecc18de823a07
healthy_(159).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=7,7,Healthy_Leaf,Rhizome_Disease_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(159).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
healthy_(159).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
healthy_(159).jpg,Rhizome Healthy Root00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Rhizome_Healthy_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,792099df3f2fb91a62d25fc739635a820e6c5be3fb678f74f5b5b0d40f2c3209
healthy_(159).jpg,Rhizome Healthy Root00232.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,bc937e060206b7ac479f3eee51788f6e75bc98567118a529ef1b20784b1f366c
healthy_(159).jpg,Rhizome Healthy Root00233.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,b5500c265b6890c3375337c000ae000f23a5590064362023ee1d445c9c18999a,13232e929bfb4a08007baaee84be3da112a2bc99edada64ba088c98097387c95
healthy_(16).jpg,Dry Leaf00067.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,76ab8daf58d8db48149c3f6c4acaa48dd1f008532d5ce2e554e216b10ad580f2,eba9a2689362d0aac2ad26c333ca8248159062925e78a32e3e7d974e4083e79f
healthy_(162).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
healthy_(162).jpg,Dry Leaf00122.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,f4c98e627b86f34d545dfa70f914b5a3482f9dac29e37e4277a46b7a042753b4
healthy_(162).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Disease_Roots,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
healthy_(162).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
healthy_(162).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
healthy_(162).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Rhizome_Healthy_Roots,6d1bd377beb930c08e8db239f7bde9f2537c5c828d7678e3fe888c9662664197,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
healthy_(165).jpg,Healthy Leaf00080.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Healthy_Leaf,a532de22c415a84f3a7823ac94aecf451b21c45292649703ad5e736bdef4b9db,735305a804c6fc2a7174e6c6cf4877732198c0b6544bd458bb6194e2813b7faa
healthy_(165).jpg,Healthy Leaf00150.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Healthy_Leaf,a532de22c415a84f3a7823ac94aecf451b21c45292649703ad5e736bdef4b9db,e07104a6fc0a016a618a2a845beaab06e7fdee0bc6543c282bc30fe1bde48907
healthy_(165).jpg,Leaf Blotch00035.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Leaf_Blotch,a532de22c415a84f3a7823ac94aecf451b21c45292649703ad5e736bdef4b9db,4ade127b37d487158e1cad776ff69a1ca5bc17f147d1478d15fd11e0eb94b864
healthy_(165).jpg,Leaf Blotch00041.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Leaf_Blotch,a532de22c415a84f3a7823ac94aecf451b21c45292649703ad5e736bdef4b9db,7387958ff139f404b6bfb8287310e93a6adb9dba34fdcc59818dbace800ce02c
healthy_(165).jpg,Rhizome Disease Root00006.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Disease_Roots,a532de22c415a84f3a7823ac94aecf451b21c45292649703ad5e736bdef4b9db,0129ff8b8b8fe7a63d60a3fe2ccc28b91d0f1a360b7870aa34a02097bdb446b3
healthy_(17).jpg,Dry Leaf00122.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,a2ed143dcf611ac8a371f0e7bea83cf989095928a50563ff0b6d0bbd874e6a00,f4c98e627b86f34d545dfa70f914b5a3482f9dac29e37e4277a46b7a042753b4
healthy_(174).jpg,Dry Leaf00020.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Healthy_Leaf,Dry_Leaf,64dbfdafecaaed134c20e93600c15e03642d7e0948a9cc3a6552e18584c05b27,5d3e1f8c3a0b4978ce154a814d2fbecf2f2fff851b634549f89b00763e94546e
healthy_(174).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,64dbfdafecaaed134c20e93600c15e03642d7e0948a9cc3a6552e18584c05b27,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
healthy_(174).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Rhizome_Healthy_Roots,64dbfdafecaaed134c20e93600c15e03642d7e0948a9cc3a6552e18584c05b27,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
healthy_(175).jpg,Dry Leaf00082.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Healthy_Leaf,Dry_Leaf,a9b38dda19704016cefb426c114bd17c02f40cccaf04813c276f9aacde154be5,0fef36b29f2c7149a46f1781d1a4edbd110d22d5b39a80b27eba7248551a7943
healthy_(175).jpg,Dry Leaf00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Healthy_Leaf,Dry_Leaf,a9b38dda19704016cefb426c114bd17c02f40cccaf04813c276f9aacde154be5,bbfb3df38cb3490b790738984ea414551d8babc594859e0349b9edea546188c8
