image,source_class,mapped_class,image_type,evaluation_eligibility,exclusion_reason
Leaf Blotch00149.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00150.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00150.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00151.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00151.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00152.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00152.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00153.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00153.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00154.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00154.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00155.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00155.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00156.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00156.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00157.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00157.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00158.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00158.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00159.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00159.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00160.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00160.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00161.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00161.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00162.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00162.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00163.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00163.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00164.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00164.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00165.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00165.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00166.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00166.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00167.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00167.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00168.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00168.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00169.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00169.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00170.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00170.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00171.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00171.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00172.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00172.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00173.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00173.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00174.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00174.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00175.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00175.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00176.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00176.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00177.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00177.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00178.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00178.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00179.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00179.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00180.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00180.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00181.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00181.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00182.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00182.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00183.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00183.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00184.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00184.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00185.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00185.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00186.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00186.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00187.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00187.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00188.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00188.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00189.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00189.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00190.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00190.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00191.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00191.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00192.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00192.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00193.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00193.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00194.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00194.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00195.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00195.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00196.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00196.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00197.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00197.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00198.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00198.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00199.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00199.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Dry Leaf00001.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00001.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00002.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00002.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00003.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00003.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00004.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00004.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00005.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00005.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00006.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00006.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00007.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00007.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00008.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00008.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00009.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00009.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00010.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00010.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00011.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00011.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00012.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00012.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00013.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00013.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00014.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00014.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00015.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00015.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00016.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00016.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00017.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00017.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00018.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00018.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00019.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00019.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00020.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00020.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00021.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00021.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00022.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00022.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00023.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00023.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00024.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00024.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00025.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00025.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00026.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00026.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00027.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00027.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00028.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00028.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00029.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00029.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00030.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00030.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00031.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00031.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00032.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00032.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00033.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00033.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00034.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00034.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00035.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00035.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00036.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00036.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00037.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00037.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00038.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00038.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00039.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00039.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00040.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00040.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00041.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00041.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00042.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00042.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00043.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00043.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00044.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00044.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00045.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00045.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00046.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00046.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00047.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00047.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00048.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00048.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00049.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00049.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00050.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00050.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00051.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00051.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00052.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00052.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00053.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00053.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00054.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00054.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00055.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00055.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00056.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00056.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
Dry Leaf00057.JPG,Dry Leaf,Unmapped,whole_plant_senescent,EXCLUDED,Unmapped pathology / non-standard desiccated senescent foliage without specific pathogen annotation
