candidate_id,filename,candidate_source,source_category,ground_truth_class,ground_truth_status,used_in_training,training_hash_overlap,previous_experiment,suitability_for_calibration,image_dimensions,file_size_kb,stage1_verifier_score,stage1_status,mahalanobis_distance,ood_threshold,current_ood_status,ungated_diagnosis,ungated_confidence_pct,sha256,md5
CAL-CAND-058,Healthy Leaf00151.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Healthy,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,196.12,1.0,PASS,77.78,63.1,OOD_REJECTED,Healthy,83.54,463c175453c4b8a3911530febe9a954b887588b44c262e0912ba0261bbd0e71c,2f36df0f35e1c5c35cda9019d8d06c95
CAL-CAND-059,Healthy Leaf00173.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Healthy,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,201.98,1.0,PASS,84.31,63.1,OOD_REJECTED,Healthy,56.4,df742f9f9364798f0126f9efea032e6fc844e2db652423f0ea87f45ef6de6340,683d76df58a05ba35c312c15abe265a3
CAL-CAND-060,Leaf Blotch00001.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,236.76,0.9999,PASS,81.89,63.1,OOD_REJECTED,Healthy,56.21,f461942049356cd766f3c3d99a694b69dc0861a87e650f004c6e580385152328,a9ee672c7c60fbf91b652c9b1895dd88
CAL-CAND-061,Leaf Blotch00023.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,246.31,0.9994,PASS,90.33,63.1,OOD_REJECTED,Healthy,54.17,088d109e2e6e0975cd20e6cdd899b01c565f6420bbe942e718f24ee32f169fe2,f1e8268e3196c89597494ee57e18b7bd
CAL-CAND-062,Leaf Blotch00045.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,342.93,0.9617,PASS,84.46,63.1,OOD_REJECTED,Blotch,37.6,68d0f0d4ed4354dd2a5b940f25a3328d55a113d365482061e1705dd0315d1d9f,4e6add978795c1a2a5289b4847da3f10
CAL-CAND-063,Leaf Blotch00067.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,287.41,0.9999,PASS,87.63,63.1,OOD_REJECTED,Blotch,42.08,c2dfa1f9fec4db254da35e6107f18d855e4cf6093ab9c12500ab4fc053f8a388,6a575ef171b63f7968886b4aef209354
CAL-CAND-064,Leaf Blotch00089.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,333.97,0.7133,PASS,85.59,63.1,OOD_REJECTED,Healthy,39.51,87e83a204f4470758a083c3b1efd64a783fd20559d3039d19c9dfd25ee9b6881,7c1b688b79bdfed8b3f29fe900c43c3c
CAL-CAND-065,Leaf Blotch00111.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,250.61,0.9829,PASS,82.71,63.1,OOD_REJECTED,Blotch,42.04,292f1987ec3417395b85963f3d562eed2d138c3201d7374a5d24bed63b5a0493,31aca8058931b1207b753607cb04ca75
CAL-CAND-066,Leaf Blotch00133.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,234.12,0.954,PASS,79.86,63.1,OOD_REJECTED,Healthy,41.71,bff16fd319eb3d7c18927a318bf90dccc1625a9876520c49b98795ab8500aae4,15cbfdb002f25400417855b454bfa04d
CAL-CAND-067,Leaf Blotch00155.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,337.12,0.9187,PASS,81.41,63.1,OOD_REJECTED,Healthy,36.62,ed10c897f8b56297bca7a2966207bd007fe3f453562b646f042fa919b6c06aeb,0533765aca1393de0479c0cf2bc60f4b
CAL-CAND-068,Leaf Blotch00177.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Blotch,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_WIDE_CANOPY,1000x1000,222.7,0.2169,REJECT,93.27,63.1,OOD_REJECTED,Healthy,45.03,ed72c90f57f85d2aeaea83623028149d844bbd3fa6e7d20e47d97d57aa56a39f,4c1a0aa6dd706c618dd33bebe37d4f47
CAL-CAND-069,Dry Leaf00001.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,219.62,0.8479,PASS,78.15,63.1,OOD_REJECTED,Blotch,34.83,e1c589a5298a3e87c82dc61d7eef4155df59d1d6158bf5c49ce3fa36d803a09c,ba5bd3a4816eb75d302e5d0a3b310ba7
CAL-CAND-070,Dry Leaf00023.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,170.42,0.9998,PASS,74.88,63.1,OOD_REJECTED,Blotch,42.69,c5c842e23075cf1d7f635e7b91eeb0d4581960cf85b77eb65e0e23551d42e8e4,189c3e322ee4c18dab9f7eeba606958a
CAL-CAND-071,Dry Leaf00046.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,160.14,0.7876,PASS,75.29,63.1,OOD_REJECTED,Blotch,46.76,384058d51292ecb2f5be2d5707461e9c11ca60ffd9ab8343b6f84ec535e5558b,5dd03362c20244b9e3fccec76fc1d1a8
CAL-CAND-072,Dry Leaf00068.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,191.45,0.9941,PASS,68.47,63.1,OOD_REJECTED,Blotch,44.21,52e9a9427a766063b6188e14074404f0badc1328ef70c010788a4056a44bdcc9,68dc5e602aa018afddf34912d57592d4
CAL-CAND-073,Dry Leaf00091.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,175.54,0.9648,PASS,69.51,63.1,OOD_REJECTED,Blotch,52.23,a2152f2967b974d5700b5ba31c0ccfd831e9d23ec967e85defcc37d73c88f3bb,def3ef0e8955a1c831be15179fceffd2
CAL-CAND-074,Dry Leaf00113.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,184.83,0.9082,PASS,79.59,63.1,OOD_REJECTED,Blotch,40.97,7f48a03e164eb9825f2b4a82b67291ba21dc38ae273caefd226bd033aa10038d,3a08c48096b1fe891c438358cbb5e6da
CAL-CAND-075,Dry Leaf00136.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,179.37,0.9967,PASS,81.59,63.1,OOD_REJECTED,Blotch,39.09,a883398f84117102ccab5d46d2113f627522b99a4147fde0bc503b104ab976f7,a62fa9fa53074aa0b7fe8674a61329ae
CAL-CAND-076,Dry Leaf00158.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,171.35,0.884,PASS,73.86,63.1,OOD_REJECTED,Leaf Spot,56.51,07e7b8bd735fc315330706c282368918211f1667629ef50da2f7ec2ee1d3f167,178d958d91a9ae254ac4014591bd82d3
CAL-CAND-077,Dry Leaf00181.JPG,Dataset 02 (Mendeley Raw Field Photos),Dataset 02 Raw Canopy,Unknown,source_metadata_label,False,NONE (0% OVERLAP),Field Domain Stress Test (N=27),UNSUITABLE_SENESCENT,1000x1000,171.73,0.9999,PASS,79.42,63.1,OOD_REJECTED,Blotch,71.23,4972914e507bd3517d7e4e8b435932324dc931e1e7a4a09d9df5368eeb5ef181,651f4177b511212737ee267f8e91d874
CAL-CAND-078,WhatsApp Image 2026-09-23 at 3.36.06 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Healthy,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,451x681,26.86,0.9999,PASS,94.18,63.1,OOD_REJECTED,Healthy,77.59,28da9ba28bb78400c6979c03a128360cd6e7f5195fc9c84075d5cdc9590ec299,4a27b92fc008c3469647cb30ac348add
CAL-CAND-079,WhatsApp Image 2026-09-20 at 7.42.37 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Blotch,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,960x1280,31.13,0.5081,PASS,73.49,63.1,OOD_REJECTED,Blotch,66.46,e3bad47cc992ca1a8d1399b6539e15ffd4d7e6facbcc39411f476c9ca5a7725f,579b7466c71bbe285f79679724114985
CAL-CAND-080,WhatsApp Image 2026-09-20 at 9.38.51 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Healthy,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,554x554,16.19,1.0,PASS,97.18,63.1,OOD_REJECTED,Healthy,71.42,638aa5d5ba47322b47582c27a585be6f2c2e65b6ae8537d4b2d0e81b0e8e62c7,d883f440b7dc4a307161ee7ec32d00eb
CAL-CAND-081,WhatsApp Image 2026-09-20 at 9.46.20 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Healthy,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,477x640,99.42,0.9774,PASS,87.9,63.1,OOD_REJECTED,Healthy,49.51,8765677c301fc6a9bc17fa7a08b462915d0532db4ebaddcaaa379dd7dcc26228,5a6001d552ec5232ec57cbc8d46f564d
CAL-CAND-082,WhatsApp Image 2026-09-20 at 9.55.44 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Healthy,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,224x224,18.67,0.9591,PASS,82.52,63.1,OOD_REJECTED,Healthy,50.26,c0a44644727b979711614357b3767c53c06dfc3e4593f1c6172dc6d56e4c7f4d,6cbc64131c9d14a6a4546ae7d7f3c2c6
CAL-CAND-083,WhatsApp Image 2026-09-21 at 11.21.55 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Leaf Spot,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,1536x1024,108.81,0.9953,PASS,78.62,63.1,OOD_REJECTED,Leaf Spot,31.3,bac4ce43a322f22fef512a0d36db914d538a0d27d62555e31fb80da5b8f0fe82,7166a40893bc1f0c7af4e85a5648ea58
CAL-CAND-084,WhatsApp Image 2026-09-20 at 4.08.11 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Blotch,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,276x251,18.03,0.4918,REJECT,79.13,63.1,OOD_REJECTED,Healthy,34.25,62820af8e5f0a3ab108c2618d31060cebee6d6eb25c8261637eb3b6cc3610d19,c6030b9d7d9971ffa0d9394f948567eb
CAL-CAND-085,WhatsApp Image 2026-09-20 at 9.42.44 PM.jpeg,Direct User Field Upload (Smartphone),Smartphone Field Photo,Leaf Spot,visual_field_confirmed,False,NONE (0% OVERLAP),Live Field Diagnosis Trace (2026-09-23),SUITABLE_SINGLE_LEAF,200x151,2.55,0.9998,PASS,83.69,63.1,OOD_REJECTED,Leaf Spot,41.86,821335795cf0ba20f8d3c1b28d00ff28ae4414426ea6b7a0af0751c32dfbfe88,49e2f7f2425ee4d5064b52e7cdc1af5e
